persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
reporter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7868958382748105,-0.4901184403968118,-0.1412499256866169,72.18181818181819,43.45454545454545,36.54545454545455,reporter,exact,True,"News Analysts, Reporters, and Journalists",27-3023,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,39250.0,,102460.0,29.91,,10.577706723210554,,0.0030081410092854,
researcher,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.766652456213597,-1.0896065876984684,0.6199865146742044,70.72727272727273,3.4545454545454546,87.0909090909091,researcher,broad,True,"Social Scientists and Related Workers, All Other",19-3099,19-0000,low,Researcher is cross-occupational; broad social-science proxy used only cautiously.,BLS OEWS national cross-industry estimates,May 2025,37100.0,101110.0,107690.0,48.61,,10.521372248595526,11.523964312085445,0.0419891122231937,
retiree,llama,Llama-3.3-70B,grounded_social,0,4,4,0.8995617443867742,0.639587900290909,-1.0598460019319191,83.0909090909091,78.36363636363636,6.0,retiree,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0646995296405501,
revenant,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.2687709150143633,0.5876980832594031,0.2198349314907137,6.7272727272727275,77.27272727272727,64.18181818181819,revenant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2460725535462319,
reviewer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7584117623595173,-1.1463875555507466,0.5718922460177681,68.9090909090909,1.6363636363636365,83.45454545454545,reviewer,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,"Reviewer is a task/function, not a clean occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0389724452498019,
revolutionary,llama,Llama-3.3-70B,combative_iconoclast,0,5,0,-0.2344559175595963,0.4673052603032264,-1.119943634699157,30.363636363636363,74.72727272727273,3.8181818181818183,revolutionary,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1376830954826758,
robot,llama,Llama-3.3-70B,procedural_professional,1,0,2,0.3628626848662098,-0.6985602342629683,1.6515157160248473,50.0,32.90909090909091,98.72727272727272,robot,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0125281178842602,
rogue,llama,Llama-3.3-70B,trickster_chaos,3,1,5,-0.2290635394376831,1.4424996149794485,0.1868552888267977,30.727272727272727,90.0,59.45454545454545,rogue,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1683658206417,
romantic,llama,Llama-3.3-70B,grounded_social,5,6,0,-1.3882645681291366,0.3197559252400336,-1.3834989257268178,15.090909090909092,71.45454545454545,0.5454545454545454,romantic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1708287562243684,
saboteur,llama,Llama-3.3-70B,combative_iconoclast,1,1,5,0.0577925109434821,0.1505374450229692,0.5570387940747432,36.18181818181818,63.81818181818182,83.0909090909091,saboteur,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0992902032685712,
sage,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.8113073631674463,-0.5055546527790614,-0.7349640580751275,11.818181818181818,43.09090909090909,16.545454545454547,sage,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1823274571949961,
scheduler,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.908976464714634,-0.8477510226249483,0.4268124598838293,83.81818181818181,19.09090909090909,76.9090909090909,scheduler,close,True,"Production, Planning, and Expediting Clerks",43-5061,43-0000,medium,"Scheduling maps to planning/expediting clerks, but role is generic.",BLS OEWS national cross-industry estimates,May 2025,390160.0,59650.0,62150.0,28.68,,12.874312190383934,10.996249427526061,0.0267695333859918,
scholar,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.0260577918123847,-1.0653362167642202,0.3948317599393527,35.81818181818182,5.636363636363637,74.0,scholar,ambiguous,False,"Education Teachers, Postsecondary, All Other",25-1089,25-0000,low,Scholar is status/role rather than occupation; postsecondary teacher all-other is weak.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0096057778691961,
scientist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6818080565212883,-0.9747479051449148,0.7190257337021763,64.9090909090909,11.454545454545457,91.0909090909091,scientist,broad,True,"Life Scientists, All Other",19-1099,19-0000,low,Scientist is broad; no single detailed SOC.,BLS OEWS national cross-industry estimates,May 2025,7460.0,93750.0,107860.0,45.07,,8.917310693197807,11.448386943832658,0.0354651160717037,
scout,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.4515611245087669,-0.4559724772152148,0.1505382999663229,54.0,44.54545454545455,57.63636363636363,scout,exact,True,Coaches and Scouts,27-2022,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,248950.0,47320.0,60160.0,,,12.42500735207033,10.764688318092324,-0.0690994665783507,
screener,llama,Llama-3.3-70B,editorial,1,0,1,0.9234265947958272,-0.8698261491962481,0.5753129342295621,86.0,17.636363636363637,83.81818181818181,screener,close,True,Transportation Security Screeners,33-9093,33-0000,medium,Screener is broad; transportation security screeners are concrete but incomplete.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0472175547616895,
secretary,llama,Llama-3.3-70B,editorial,1,0,1,1.016218953085317,-0.70218079490809,0.3880758723487285,90.36363636363636,32.54545454545455,73.63636363636364,secretary,exact,True,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,43-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,1706790.0,,49350.0,22.86,,14.350124971361547,,0.0430159065415004,
shaman,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.381243922390056,0.0588248847520487,-1.0246863270432685,6.0,60.54545454545455,7.818181818181818,shaman,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2034926402911471,
shapeshifter,llama,Llama-3.3-70B,grounded_social,4,3,2,-0.7870718183429786,-0.0780761907913362,0.1210993460538322,20.545454545454547,56.54545454545455,55.45454545454545,shapeshifter,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1615589309491288,
simulacrum,llama,Llama-3.3-70B,mythic_spiritual,2,5,2,-1.2715545922887717,-0.1226218908785201,0.091315028973233,16.181818181818183,55.09090909090909,53.63636363636363,simulacrum,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.185401590982346,
skeptic,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.5502915325682404,-0.5851766286637614,0.4747122714108733,59.09090909090909,39.81818181818182,80.18181818181819,skeptic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0038257646188729,
smuggler,llama,Llama-3.3-70B,grounded_social,3,1,6,0.8064313526287701,2.098854097604951,0.0990525580016079,74.36363636363636,94.36363636363636,54.36363636363637,smuggler,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1592823903250059,
sociologist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6396254473351395,-1.0985776164460337,0.058862336481542,62.36363636363637,3.090909090909091,50.36363636363637,sociologist,exact,True,Sociologists,19-3041,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0132636169942407,
soldier,llama,Llama-3.3-70B,grounded_social,3,1,4,0.8150330512867641,0.8127110329901192,-0.0230858845095799,75.81818181818181,82.72727272727273,44.18181818181818,soldier,close,True,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-3019,55-0000,medium,Soldier maps to military enlisted tactical roles; OEWS military coverage is limited/caveated.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1000631343769938,
sommelier,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.0754172664757554,-0.2575338024536767,0.0663997522358312,33.63636363636363,51.45454545454545,50.72727272727273,sommelier,broad,True,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,35-0000,low,Sommelier is not separate in OEWS; food service supervisory proxy is weak.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0964030697851435,
specialist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.5266813889449319,-0.9722549952683572,0.6569573464582507,58.0,11.818181818181818,87.81818181818181,specialist,ambiguous,False,"Business Operations Specialists, All Other",13-1199,13-0000,low,Specialist is generic.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0217728202122568,
spirit,llama,Llama-3.3-70B,mythic_spiritual,5,6,2,-2.6647701508269934,-0.4726315128588803,-0.3319378063592512,3.4545454545454546,43.81818181818182,29.636363636363637,spirit,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2178397700987245,
spy,llama,Llama-3.3-70B,procedural_professional,4,1,5,0.2511009282071196,0.2197431430358537,0.4366539697436305,44.90909090909091,66.36363636363636,78.0,spy,ambiguous,False,"First-Line Supervisors of Protective Service Workers, All Other",33-1099,33-0000,low,Spy/intelligence role is not cleanly public-OEWS measurable.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1111356346641635,
statistician,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7913714429362315,-0.7272998250038999,0.8280778288884265,73.27272727272727,30.363636363636363,95.45454545454544,statistician,exact,True,Statisticians,15-2041,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0276233100419473,
stoic,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.391522874322296,-0.2973846652652452,-0.3400719174645042,14.727272727272728,49.63636363636363,28.90909090909091,stoic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1348492798341951,
strategist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7412753242706491,-1.2333841720298089,0.5934486698964851,68.54545454545455,0.5454545454545454,86.36363636363636,strategist,ambiguous,False,Project Management Specialists,13-1082,13-0000,low,Strategist is generic and not cleanly measured.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0170785757325038,
student,llama,Llama-3.3-70B,editorial,4,4,1,1.2713652506517277,0.0532825723537723,-0.2405066741023891,96.54545454545456,60.18181818181818,32.18181818181818,student,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0290196837068994,
summarizer,llama,Llama-3.3-70B,editorial,1,0,1,0.9498649450114008,-0.8316772704655753,0.67347091336274,88.54545454545455,20.181818181818183,88.18181818181819,summarizer,ambiguous,False,Proofreaders and Copy Markers,43-9081,43-0000,low,"Summarizer is a task/function, not an occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0689810604631817,
supervisor,llama,Llama-3.3-70B,editorial,1,0,1,1.043339039047792,-0.9240305226004056,0.2176857118877774,91.0909090909091,14.0,63.81818181818182,supervisor,broad,True,First-Line Supervisors of Office and Administrative Support Workers,43-1011,43-0000,low,Supervisor is generic; office/admin supervisor is one proxy.,BLS OEWS national cross-industry estimates,May 2025,1436680.0,69500.0,73490.0,33.41,,14.177845454111214,11.149082031552883,0.0498531375923582,
surfer,llama,Llama-3.3-70B,grounded_social,3,1,4,0.5207842103753048,2.076254265326652,-0.9268524670231268,57.27272727272727,94.0,10.727272727272728,surfer,ambiguous,False,Amusement and Recreation Attendants,39-3091,39-0000,low,Surfer is usually hobby/identity; professional mapping is weak.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1654975738725107,
survivor,llama,Llama-3.3-70B,grounded_social,0,4,0,0.2679867385242497,0.2286740752196283,-1.2264949970788948,46.0,67.0909090909091,2.363636363636364,survivor,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.131370973532856,
swarm,llama,Llama-3.3-70B,procedural_professional,2,3,2,-1.102722458045038,-0.7798134090172322,0.8163977256956109,18.0,26.363636363636363,94.72727272727272,swarm,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.123885844361094,
symbiont,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.2937500448909171,-0.9054232512098624,0.2082099627879163,28.545454545454547,16.181818181818183,62.72727272727273,symbiont,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0715927876166494,
synthesizer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1499735393926956,-1.0528981226960126,0.4304570723953334,38.72727272727273,6.0,77.63636363636364,synthesizer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0086339972465266,
teacher,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8765892058384132,-0.7801741406211554,0.182177091161293,79.81818181818181,26.0,59.09090909090909,teacher,broad,True,"Teachers and Instructors, All Other",25-3099,25-0000,medium,Teacher is broad; all-other teachers avoids choosing grade level.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0341910783122863,
technologist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6943831808564391,-0.7900674576722708,0.2932987885355085,65.63636363636364,24.545454545454547,67.45454545454545,technologist,broad,True,"Computer Occupations, All Other",15-1299,15-0000,low,Technologist is generic.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0084179600620452,
teenager,llama,Llama-3.3-70B,other,3,4,4,2.22202539238409,2.401845206874844,-0.7609850344298902,99.8181818181818,96.9090909090909,15.454545454545457,teenager,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.033917721693855,
theorist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.0237893668937447,-1.2973626408857224,0.6849215487593883,35.45454545454545,0.1818181818181818,89.27272727272727,theorist,ambiguous,False,"Social Scientists and Related Workers, All Other",19-3099,19-0000,low,"Theorist is a scholarly function, not an occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0218063627886581,
therapist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6364556628031153,-0.8219743857387587,-0.3366600888948821,62.0,21.272727272727273,29.272727272727273,therapist,broad,True,"Therapists, All Other",29-1129,29-0000,medium,Therapist is broad; all-other therapist category avoids choosing discipline.,BLS OEWS national cross-industry estimates,May 2025,22640.0,77930.0,90420.0,37.47,,10.027473532317119,11.263566266837607,-0.0067552672245841,
toddler,llama,Llama-3.3-70B,other,6,2,3,1.7128329215043063,4.1985960682892305,3.0698206647268926,98.72727272727272,99.45454545454544,99.0909090909091,toddler,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0757762541802041,
traditionalist,llama,Llama-3.3-70B,procedural_professional,0,4,5,-0.4813754114424658,0.0781224835453735,-0.6226644274270595,24.90909090909091,61.27272727272727,19.454545454545453,traditionalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0905574369174898,
trainer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9668183312652912,-0.9137608050165408,0.3735874043181218,89.63636363636364,14.727272727272728,71.45454545454545,trainer,close,True,Training and Development Specialists,13-1151,13-0000,medium,Trainer maps to training/development specialists.,BLS OEWS national cross-industry estimates,May 2025,458300.0,69280.0,75550.0,33.31,,13.035279270497215,11.145911543236316,0.0255069659691822,
translator,llama,Llama-3.3-70B,editorial,4,0,1,0.3338519485007581,-0.7769729223655814,0.1147030118120974,49.27272727272727,27.454545454545453,55.09090909090909,translator,exact,True,Interpreters and Translators,27-3091,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0338023359173681,
