model,variant,trait,factor,coefficient
Llama,full_shrinkage,ritualistic,Llama_F4,0.06310842224877454
Llama,full_shrinkage,ritualistic,Llama_F5,0.018584130055477432
Llama,full_shrinkage,ritualistic,Llama_F6,-0.0037180634295026576
Llama,full_shrinkage,romantic,Llama_F1,0.02045799988425282
Llama,full_shrinkage,romantic,Llama_F2,-0.043086005201962936
Llama,full_shrinkage,romantic,Llama_F3,0.005138014560902134
Llama,full_shrinkage,romantic,Llama_F4,-0.016246590305565346
Llama,full_shrinkage,romantic,Llama_F5,-0.02146243010525434
Llama,full_shrinkage,romantic,Llama_F6,-0.0233725417340582
Llama,full_shrinkage,sarcastic,Llama_F1,-0.0028904422592473046
Llama,full_shrinkage,sarcastic,Llama_F2,0.004338600778832658
Llama,full_shrinkage,sarcastic,Llama_F3,-0.00673781562067823
Llama,full_shrinkage,sarcastic,Llama_F4,-0.011353517831051456
Llama,full_shrinkage,sarcastic,Llama_F5,0.018414229689802882
Llama,full_shrinkage,sarcastic,Llama_F6,-0.01562696543746374
Llama,full_shrinkage,sardonic,Llama_F1,-0.004006997809437669
Llama,full_shrinkage,sardonic,Llama_F2,0.005239336394098804
Llama,full_shrinkage,sardonic,Llama_F3,-0.002973574355521602
Llama,full_shrinkage,sardonic,Llama_F4,-0.009823570898036456
Llama,full_shrinkage,sardonic,Llama_F5,0.012808588766223351
Llama,full_shrinkage,sardonic,Llama_F6,-0.007234927177868907
Llama,full_shrinkage,sassy,Llama_F1,-0.006334593468607926
Llama,full_shrinkage,sassy,Llama_F2,0.03252806278640365
Llama,full_shrinkage,sassy,Llama_F3,0.008762330444136443
Llama,full_shrinkage,sassy,Llama_F4,-0.07095154534656498
Llama,full_shrinkage,sassy,Llama_F5,-0.04045988430851618
Llama,full_shrinkage,sassy,Llama_F6,0.006411773116095191
Llama,full_shrinkage,savage,Llama_F1,-0.026883038631433247
Llama,full_shrinkage,savage,Llama_F2,0.018595229620586688
Llama,full_shrinkage,savage,Llama_F3,-0.010292733459231268
Llama,full_shrinkage,savage,Llama_F4,-0.0127080787787134
Llama,full_shrinkage,savage,Llama_F5,-0.004194218811889074
Llama,full_shrinkage,savage,Llama_F6,-0.002431641450856945
Llama,full_shrinkage,secular,Llama_F1,-1.2839666405854982e-05
Llama,full_shrinkage,secular,Llama_F2,0.04080825645839303
Llama,full_shrinkage,secular,Llama_F3,-0.008409153908450366
Llama,full_shrinkage,secular,Llama_F4,-0.05531231910643514
Llama,full_shrinkage,secular,Llama_F5,-0.023610357971109826
Llama,full_shrinkage,secular,Llama_F6,-0.011200531962033957
Llama,full_shrinkage,serene,Llama_F1,0.027421998701406217
Llama,full_shrinkage,serene,Llama_F2,-0.04337736298630054
Llama,full_shrinkage,serene,Llama_F3,0.006536344524850797
Llama,full_shrinkage,serene,Llama_F4,0.02940720177705656
Llama,full_shrinkage,serene,Llama_F5,0.02194431557960955
Llama,full_shrinkage,serene,Llama_F6,-0.005036589406721405
Llama,full_shrinkage,serious,Llama_F1,-0.008139751123044695
Llama,full_shrinkage,serious,Llama_F2,-0.022160895691889077
Llama,full_shrinkage,serious,Llama_F3,-0.023806428909734872
Llama,full_shrinkage,serious,Llama_F4,0.049901592083844294
Llama,full_shrinkage,serious,Llama_F5,0.00887716287929248
Llama,full_shrinkage,serious,Llama_F6,0.023371574003672655
Llama,full_shrinkage,skeptical,Llama_F1,-0.030265941098904722
Llama,full_shrinkage,skeptical,Llama_F2,0.03316187197693864
Llama,full_shrinkage,skeptical,Llama_F3,-0.04797835964698822
Llama,full_shrinkage,skeptical,Llama_F4,-0.00722384136803336
Llama,full_shrinkage,skeptical,Llama_F5,0.06074536477257274
Llama,full_shrinkage,skeptical,Llama_F6,0.021526696894089474
Llama,full_shrinkage,socratic,Llama_F1,-0.01325976180997476
Llama,full_shrinkage,socratic,Llama_F2,0.07413479538483643
Llama,full_shrinkage,socratic,Llama_F3,0.01742046934208229
Llama,full_shrinkage,socratic,Llama_F4,-0.010892637280079899
Llama,full_shrinkage,socratic,Llama_F5,0.11607423570592024
Llama,full_shrinkage,socratic,Llama_F6,0.025213970746291302
Llama,full_shrinkage,solemn,Llama_F1,-0.009844556002951596
Llama,full_shrinkage,solemn,Llama_F2,-0.03326939308331487
Llama,full_shrinkage,solemn,Llama_F3,-0.010393669606804719
Llama,full_shrinkage,solemn,Llama_F4,0.06266891867632288
Llama,full_shrinkage,solemn,Llama_F5,0.014167716195830371
Llama,full_shrinkage,solemn,Llama_F6,0.0324471400357119
Llama,full_shrinkage,specialized,Llama_F1,-0.0039532545839723555
Llama,full_shrinkage,specialized,Llama_F2,0.005007548018282441
Llama,full_shrinkage,specialized,Llama_F3,-0.05868986573860342
Llama,full_shrinkage,specialized,Llama_F4,-0.04538998269942511
Llama,full_shrinkage,specialized,Llama_F5,0.01586041450155944
Llama,full_shrinkage,specialized,Llama_F6,0.0015912500540274728
Llama,full_shrinkage,speculative,Llama_F1,-0.00957650097541381
Llama,full_shrinkage,speculative,Llama_F2,0.02185972434086815
Llama,full_shrinkage,speculative,Llama_F3,0.0047900454530023714
Llama,full_shrinkage,speculative,Llama_F4,-0.07181355688212906
Llama,full_shrinkage,speculative,Llama_F5,0.0238935290447961
Llama,full_shrinkage,speculative,Llama_F6,0.010905755657611966
Llama,full_shrinkage,spiritual,Llama_F1,0.017554328566651938
Llama,full_shrinkage,spiritual,Llama_F2,-0.02636596836720634
Llama,full_shrinkage,spiritual,Llama_F3,-0.0029922113794234972
Llama,full_shrinkage,spiritual,Llama_F4,-0.0008032557970540929
Llama,full_shrinkage,spiritual,Llama_F5,0.012830023039876992
Llama,full_shrinkage,spiritual,Llama_F6,-0.010847703088742075
Llama,full_shrinkage,spontaneous,Llama_F1,0.009561288088623398
Llama,full_shrinkage,spontaneous,Llama_F2,-0.016861564034910754
Llama,full_shrinkage,spontaneous,Llama_F3,-0.004773291344776638
Llama,full_shrinkage,spontaneous,Llama_F4,-0.030814023944053127
Llama,full_shrinkage,spontaneous,Llama_F5,0.00017870409664397954
Llama,full_shrinkage,spontaneous,Llama_F6,-0.025814042264618264
Llama,full_shrinkage,stoic,Llama_F1,0.004868054472387149
Llama,full_shrinkage,stoic,Llama_F2,-0.021227423315108726
Llama,full_shrinkage,stoic,Llama_F3,-0.03969008230807972
Llama,full_shrinkage,stoic,Llama_F4,0.012616276051093358
Llama,full_shrinkage,stoic,Llama_F5,-0.0038738286824744387
Llama,full_shrinkage,stoic,Llama_F6,-0.0006309429979091662
Llama,full_shrinkage,strategic,Llama_F1,-0.004766084593152736
Llama,full_shrinkage,strategic,Llama_F2,0.010901498088304235
Llama,full_shrinkage,strategic,Llama_F3,-0.011303101244958801
Llama,full_shrinkage,strategic,Llama_F4,-0.017895234601165978
Llama,full_shrinkage,strategic,Llama_F5,0.0038046579938718953
Llama,full_shrinkage,strategic,Llama_F6,0.028055894037297562
Llama,full_shrinkage,stream_of_consciousness,Llama_F1,-0.007900852631675786
Llama,full_shrinkage,stream_of_consciousness,Llama_F2,-0.0040238647906319204
Llama,full_shrinkage,stream_of_consciousness,Llama_F3,0.00867447788687621
Llama,full_shrinkage,stream_of_consciousness,Llama_F4,0.0010212912534627854
Llama,full_shrinkage,stream_of_consciousness,Llama_F5,0.030539840089768084
Llama,full_shrinkage,stream_of_consciousness,Llama_F6,0.005540375745255359
Llama,full_shrinkage,structuralist,Llama_F1,-8.585593682077167e-05
Llama,full_shrinkage,structuralist,Llama_F2,0.016285582048672757
Llama,full_shrinkage,structuralist,Llama_F3,-0.04996484666467119
Llama,full_shrinkage,structuralist,Llama_F4,-0.045202725131466566
Llama,full_shrinkage,structuralist,Llama_F5,-0.005810805506881007
Llama,full_shrinkage,structuralist,Llama_F6,0.0070215720380950725
Llama,full_shrinkage,submissive,Llama_F1,0.002721739946836633
Llama,full_shrinkage,submissive,Llama_F2,-0.0029819619641893156
Llama,full_shrinkage,submissive,Llama_F3,0.007275042191680945
Llama,full_shrinkage,submissive,Llama_F4,0.03712805917959225
Llama,full_shrinkage,submissive,Llama_F5,0.07654973161132159
Llama,full_shrinkage,submissive,Llama_F6,-0.02452461080515268
Llama,full_shrinkage,subversive,Llama_F1,-0.026045947264311087
Llama,full_shrinkage,subversive,Llama_F2,-0.003041964879348694
Llama,full_shrinkage,subversive,Llama_F3,-0.01045043875987811
Llama,full_shrinkage,subversive,Llama_F4,-0.026972383229642276
Llama,full_shrinkage,subversive,Llama_F5,0.05225578336577117
Llama,full_shrinkage,subversive,Llama_F6,-0.00042055250707266986
Llama,full_shrinkage,supportive,Llama_F1,0.007521853800742687
Llama,full_shrinkage,supportive,Llama_F2,-0.0011097967579119677
Llama,full_shrinkage,supportive,Llama_F3,0.011350515704967338
Llama,full_shrinkage,supportive,Llama_F4,-0.01609699076831041
Llama,full_shrinkage,supportive,Llama_F5,-0.014055784979332343
Llama,full_shrinkage,supportive,Llama_F6,0.01513269685571414
Llama,full_shrinkage,sycophantic,Llama_F1,0.01973586845534078
Llama,full_shrinkage,sycophantic,Llama_F2,0.025259766008301175
Llama,full_shrinkage,sycophantic,Llama_F3,-0.016509475520309798
Llama,full_shrinkage,sycophantic,Llama_F4,-0.0165117126087591
Llama,full_shrinkage,sycophantic,Llama_F5,0.027499407738685797
Llama,full_shrinkage,sycophantic,Llama_F6,-0.008334168427234803
Llama,full_shrinkage,systems_thinker,Llama_F1,0.024355122373621967
Llama,full_shrinkage,systems_thinker,Llama_F2,0.01181655294856847
Llama,full_shrinkage,systems_thinker,Llama_F3,-0.022812878193866803
Llama,full_shrinkage,systems_thinker,Llama_F4,-0.05912836035070834
Llama,full_shrinkage,systems_thinker,Llama_F5,-0.0006810857275401776
Llama,full_shrinkage,systems_thinker,Llama_F6,-0.0062087064229366055
Llama,full_shrinkage,tactful,Llama_F1,0.02738553125019133
Llama,full_shrinkage,tactful,Llama_F2,-0.01757146554967866
Llama,full_shrinkage,tactful,Llama_F3,0.006436240775342484
Llama,full_shrinkage,tactful,Llama_F4,0.01186027698096336
Llama,full_shrinkage,tactful,Llama_F5,0.018880180244539184
Llama,full_shrinkage,tactful,Llama_F6,-0.00987317548915787
Llama,full_shrinkage,technical,Llama_F1,-0.006506552715238447
Llama,full_shrinkage,technical,Llama_F2,0.006840632439993941
Llama,full_shrinkage,technical,Llama_F3,-0.058528722100716336
Llama,full_shrinkage,technical,Llama_F4,-0.02682225900434254
Llama,full_shrinkage,technical,Llama_F5,0.013905417469125277
Llama,full_shrinkage,technical,Llama_F6,0.0024210990792955483
Llama,full_shrinkage,temperamental,Llama_F1,0.004464810321460926
Llama,full_shrinkage,temperamental,Llama_F2,-0.008934049698875911
Llama,full_shrinkage,temperamental,Llama_F3,-0.00021043906033043226
Llama,full_shrinkage,temperamental,Llama_F4,-0.027703759691192206
Llama,full_shrinkage,temperamental,Llama_F5,-0.032444826515273625
Llama,full_shrinkage,temperamental,Llama_F6,-0.02965195739281349
Llama,full_shrinkage,theatrical,Llama_F1,0.0022325406137071986
Llama,full_shrinkage,theatrical,Llama_F2,-0.017421825222014922
Llama,full_shrinkage,theatrical,Llama_F3,0.0046487982683776595
Llama,full_shrinkage,theatrical,Llama_F4,-0.0241445325580039
Llama,full_shrinkage,theatrical,Llama_F5,-0.02414288267859252
Llama,full_shrinkage,theatrical,Llama_F6,-0.006491251246788306
Llama,full_shrinkage,theoretical,Llama_F1,-0.018485505939875444
Llama,full_shrinkage,theoretical,Llama_F2,-0.015093828271758364
Llama,full_shrinkage,theoretical,Llama_F3,-0.011460632629512645
Llama,full_shrinkage,theoretical,Llama_F4,-0.007331847923197987
Llama,full_shrinkage,theoretical,Llama_F5,0.03674759291751314
Llama,full_shrinkage,theoretical,Llama_F6,0.024004699484755684
Llama,full_shrinkage,traditional,Llama_F1,-0.003920595219331575
Llama,full_shrinkage,traditional,Llama_F2,0.0601156210630208
Llama,full_shrinkage,traditional,Llama_F3,-0.0496291526321381
Llama,full_shrinkage,traditional,Llama_F4,-0.1828514753738884
Llama,full_shrinkage,traditional,Llama_F5,0.04631450373161805
Llama,full_shrinkage,traditional,Llama_F6,-0.0398447836095927
Llama,full_shrinkage,transparent,Llama_F1,0.006457354265204187
Llama,full_shrinkage,transparent,Llama_F2,0.018153649573008974
Llama,full_shrinkage,transparent,Llama_F3,0.012762656287842736
Llama,full_shrinkage,transparent,Llama_F4,-0.017801214517806706
Llama,full_shrinkage,transparent,Llama_F5,0.003893654739141243
Llama,full_shrinkage,transparent,Llama_F6,0.011326626468367263
Llama,full_shrinkage,understated,Llama_F1,2.9049583177237308e-05
Llama,full_shrinkage,understated,Llama_F2,-0.013304486267204645
Llama,full_shrinkage,understated,Llama_F3,-0.0034635306606421667
Llama,full_shrinkage,understated,Llama_F4,0.09178359362200929
Llama,full_shrinkage,understated,Llama_F5,0.07404849266904415
Llama,full_shrinkage,understated,Llama_F6,-0.018486842772205588
Llama,full_shrinkage,universalist,Llama_F1,0.02152979192160953
Llama,full_shrinkage,universalist,Llama_F2,0.01072496669687841
Llama,full_shrinkage,universalist,Llama_F3,0.004742492767384137
Llama,full_shrinkage,universalist,Llama_F4,-0.030276141093587727
Llama,full_shrinkage,universalist,Llama_F5,-0.0030519192336019014
Llama,full_shrinkage,universalist,Llama_F6,-0.008011013871352049
Llama,full_shrinkage,urgent,Llama_F1,0.0032438248211057027
Llama,full_shrinkage,urgent,Llama_F2,0.0147846625529272
Llama,full_shrinkage,urgent,Llama_F3,-0.004260412379865598
Llama,full_shrinkage,urgent,Llama_F4,-0.015864852638648202
Llama,full_shrinkage,urgent,Llama_F5,0.004272492600585605
Llama,full_shrinkage,urgent,Llama_F6,-0.0031219040158643368
Llama,full_shrinkage,utilitarian,Llama_F1,0.035135701104240545
Llama,full_shrinkage,utilitarian,Llama_F2,0.013446510107290685
Llama,full_shrinkage,utilitarian,Llama_F3,-0.014082865545908643
Llama,full_shrinkage,utilitarian,Llama_F4,-0.0549666942085964
Llama,full_shrinkage,utilitarian,Llama_F5,-0.033205912161627875
Llama,full_shrinkage,utilitarian,Llama_F6,-0.04136830412777064
Llama,full_shrinkage,verbose,Llama_F1,0.0017529623343314714
Llama,full_shrinkage,verbose,Llama_F2,0.008179417418009205
Llama,full_shrinkage,verbose,Llama_F3,-0.0011390503381885438
Llama,full_shrinkage,verbose,Llama_F4,0.010636005693960242
Llama,full_shrinkage,verbose,Llama_F5,0.007470451311032317
Llama,full_shrinkage,verbose,Llama_F6,-0.015027660519488324
Llama,full_shrinkage,vindictive,Llama_F1,-0.01619532248647707
Llama,full_shrinkage,vindictive,Llama_F2,-0.006296279399754946
Llama,full_shrinkage,vindictive,Llama_F3,-0.004901904855626379
Llama,full_shrinkage,vindictive,Llama_F4,0.030475047614461518
Llama,full_shrinkage,vindictive,Llama_F5,0.030250444755729886
Llama,full_shrinkage,vindictive,Llama_F6,0.01267110591262262
Llama,full_shrinkage,visceral,Llama_F1,-0.0034836972368598802
Llama,full_shrinkage,visceral,Llama_F2,0.004104710077932544
Llama,full_shrinkage,visceral,Llama_F3,0.004694418443778388
Llama,full_shrinkage,visceral,Llama_F4,-0.007679947641282187
Llama,full_shrinkage,visceral,Llama_F5,-0.011794429615768437
Llama,full_shrinkage,visceral,Llama_F6,-0.012495861112571713
Llama,full_shrinkage,whimsical,Llama_F1,0.012796324555644549
Llama,full_shrinkage,whimsical,Llama_F2,-0.01577900752105274
Llama,full_shrinkage,whimsical,Llama_F3,-0.0041898442603878145
Llama,full_shrinkage,whimsical,Llama_F4,-0.042715899265123196
Llama,full_shrinkage,whimsical,Llama_F5,-0.000748346916899916
Llama,full_shrinkage,whimsical,Llama_F6,-0.031070182319552865
Llama,full_shrinkage,witty,Llama_F1,-0.0003192154656336175
Llama,full_shrinkage,witty,Llama_F2,-0.022199956142083727
Llama,full_shrinkage,witty,Llama_F3,-0.0004426510485315627
Llama,full_shrinkage,witty,Llama_F4,0.09108898724151715
Llama,full_shrinkage,witty,Llama_F5,-0.014785489561025307
Llama,full_shrinkage,witty,Llama_F6,0.023945494701885485
Llama,full_shrinkage,wry,Llama_F1,-0.0003901052032797208
Llama,full_shrinkage,wry,Llama_F2,0.0021460911929536432
Llama,full_shrinkage,wry,Llama_F3,-0.0032707510958536264
Llama,full_shrinkage,wry,Llama_F4,-0.006675609127847512
Llama,full_shrinkage,wry,Llama_F5,0.0010717923090123344
Llama,full_shrinkage,wry,Llama_F6,-0.0059393831106736095
Llama,full_shrinkage,zealous,Llama_F1,-0.006050579823098088
Llama,full_shrinkage,zealous,Llama_F2,-0.018055418174768793
Llama,full_shrinkage,zealous,Llama_F3,0.036965230556634796
Llama,full_shrinkage,zealous,Llama_F4,-0.036539191798257424
Llama,full_shrinkage,zealous,Llama_F5,-0.041906493191230645
Llama,full_shrinkage,zealous,Llama_F6,0.007758088505455823
Gemma,full_shrinkage,absolutist,Gemma_F1,0.10001637884408242
Gemma,full_shrinkage,absolutist,Gemma_F2,0.09123256199705532
Gemma,full_shrinkage,absolutist,Gemma_F3,-0.013003154434224081
Gemma,full_shrinkage,absolutist,Gemma_F4,0.03708667622152367
Gemma,full_shrinkage,absolutist,Gemma_F5,-0.08667847595328035
Gemma,full_shrinkage,absolutist,Gemma_F6,0.07443113147942357
Gemma,full_shrinkage,abstract,Gemma_F1,0.10483484002500959
Gemma,full_shrinkage,abstract,Gemma_F2,-0.030044798277348055
Gemma,full_shrinkage,abstract,Gemma_F3,-0.04413982746409198
Gemma,full_shrinkage,abstract,Gemma_F4,-0.018385132336738247
Gemma,full_shrinkage,abstract,Gemma_F5,0.06018313143849543
Gemma,full_shrinkage,abstract,Gemma_F6,0.043678119265128455
Gemma,full_shrinkage,accessible,Gemma_F1,-0.03766691319316152
Gemma,full_shrinkage,accessible,Gemma_F2,-0.0193867672361225
Gemma,full_shrinkage,accessible,Gemma_F3,0.031667358620234815
Gemma,full_shrinkage,accessible,Gemma_F4,-0.021635361426852677
Gemma,full_shrinkage,accessible,Gemma_F5,-0.005917930222235829
Gemma,full_shrinkage,accessible,Gemma_F6,-0.011922082956467201
Gemma,full_shrinkage,accommodating,Gemma_F1,-0.012615426681886888
Gemma,full_shrinkage,accommodating,Gemma_F2,-0.007014841247258868
Gemma,full_shrinkage,accommodating,Gemma_F3,0.008641243632080332
Gemma,full_shrinkage,accommodating,Gemma_F4,0.05445556714671405
Gemma,full_shrinkage,accommodating,Gemma_F5,0.05870119162793932
Gemma,full_shrinkage,accommodating,Gemma_F6,-0.01965885073761424
Gemma,full_shrinkage,acerbic,Gemma_F1,-0.005188399779774612
Gemma,full_shrinkage,acerbic,Gemma_F2,-0.0127016139774518
Gemma,full_shrinkage,acerbic,Gemma_F3,-0.02800584928974386
Gemma,full_shrinkage,acerbic,Gemma_F4,0.014578903578868575
Gemma,full_shrinkage,acerbic,Gemma_F5,-0.004773121157312281
Gemma,full_shrinkage,acerbic,Gemma_F6,-0.0016342352265526047
Gemma,full_shrinkage,adaptable,Gemma_F1,-0.0007461002742592801
Gemma,full_shrinkage,adaptable,Gemma_F2,0.057308325349272174
Gemma,full_shrinkage,adaptable,Gemma_F3,-0.016172849320486318
Gemma,full_shrinkage,adaptable,Gemma_F4,-0.07069105790537844
Gemma,full_shrinkage,adaptable,Gemma_F5,0.008876819595039716
Gemma,full_shrinkage,adaptable,Gemma_F6,-0.01895601615154221
Gemma,full_shrinkage,adventurous,Gemma_F1,-0.009814765852795226
Gemma,full_shrinkage,adventurous,Gemma_F2,0.005502119386926684
Gemma,full_shrinkage,adventurous,Gemma_F3,-0.01753804826874117
Gemma,full_shrinkage,adventurous,Gemma_F4,-0.06375181372464002
Gemma,full_shrinkage,adventurous,Gemma_F5,0.005059692228422977
Gemma,full_shrinkage,adventurous,Gemma_F6,-0.011674908325699644
Gemma,full_shrinkage,agreeable,Gemma_F1,0.010305827448510843
Gemma,full_shrinkage,agreeable,Gemma_F2,0.010354370522878279
Gemma,full_shrinkage,agreeable,Gemma_F3,0.05079004897908689
Gemma,full_shrinkage,agreeable,Gemma_F4,-0.01992725420159515
Gemma,full_shrinkage,agreeable,Gemma_F5,0.013574252812184526
Gemma,full_shrinkage,agreeable,Gemma_F6,0.009526481103602918
Gemma,full_shrinkage,altruistic,Gemma_F1,0.0364155832039573
Gemma,full_shrinkage,altruistic,Gemma_F2,0.046582192474524935
Gemma,full_shrinkage,altruistic,Gemma_F3,0.012101381582562241
Gemma,full_shrinkage,altruistic,Gemma_F4,0.014976151779401767
Gemma,full_shrinkage,altruistic,Gemma_F5,-0.040489062302872705
